"","site_ID","growing_year","window","nobsv","extend_days","alpha","beta","C0","Hs","k2","TS","ERref","lnRatio"
"5304","DE-RuC",2018,"132_153",117,18,0.173727527,-0.00071641877531,0.579855531,3.4959823045175,NA,15.084946969697,4.42074980139002,0.151576206797651
"6287","DE-RuC",2019,"132_153",117,15,0.1655959185,-0.001247491310637,0.772541972,3.4959823045175,NA,11.9345359848485,4.841977843779,0.242590169436093
"7281","DE-RuC",2020,"132_153",102,9,0.1573371616,-0.0013428007636365,0.7233126715,3.4959823045175,NA,13.2457888257576,3.9517361002649,0.0394218881786905
"8272","DE-RuC",2021,"132_153",106,3,0.1438753851,-0.001481247915225,0.865754482,3.4959823045175,NA,11.7404015151515,3.89575395458,0.0251541172156068
"9262","DE-RuC",2022,"132_153",105,6,0.1716387864,-0.00090094401918,0.5717745435,3.4959823045175,NA,13.5737632575758,3.99516017987267,0.0503505602729405
"10251","DE-RuC",2023,"132_153",104,24,0.16308784045,-0.00092866628141,0.601622844,3.4959823045175,NA,13.2180909090909,3.79898191309162,0
"11242","DE-RuC",2014,"153_174",114,21,0.1300538372,-0.00257752757288,1.2696063675,10.3911593475,NA,16.1937121212121,3.49456255309315,-0.564507645389682
"12209","DE-RuC",2015,"153_174",150,9,0.14676193625,-0.001469035942555,0.9795771365,10.3911593475,NA,14.9164412878788,4.80436880261781,-0.246190178431241
"13178","DE-RuC",2016,"153_174",101,15,0.11657179935,-0.001172585050912,1.898423217,10.3911593475,NA,15.8542348484848,6.12560542727978,-0.00323825279002376
"14171","DE-RuC",2017,"153_174",128,3,0.14330815785,-0.00175091733633,1.327721055,10.3911593475,NA,16.749334280303,5.68272903448697,-0.078284268440705
"15160","DE-RuC",2018,"153_174",102,21,0.17446535295,-0.0006479939141065,0.6410004565,10.3911593475,NA,17.2825823863636,5.96798160637167,-0.02930706875168
"16140","DE-RuC",2019,"153_174",105,21,0.17804228755,-0.002489507648,1.041609366,10.3911593475,NA,15.2469630681818,6.5947280411449,0.0705546985855087
"17131","DE-RuC",2020,"153_174",120,9,0.163477501,-0.001240139120325,0.9135676485,10.3911593475,NA,15.2506818181818,6.26211860014782,0.0188027127782561
"18129","DE-RuC",2021,"153_174",113,15,0.171287083,-0.001320569202765,0.7696387425,10.3911593475,NA,16.8205643939394,5.8838903017183,-0.0434976905284245
"19128","DE-RuC",2022,"153_174",101,12,0.1483784471,-0.00135709050959,1.132651599,10.3911593475,NA,15.3294422348485,5.72607001392447,-0.0706864156342677
"20128","DE-RuC",2023,"153_174",103,12,0.1788590495,-0.0006807301061835,0.6141966595,10.3911593475,NA,16.0480113636364,6.14547383825174,0
"21153","DE-RuC",2014,"174_190",101,27,0.14753254755,-0.001315413913725,0.6804083815,8.62291,NA,16.1354620098039,3.83348167408471,-0.53963188480816
"22135","DE-RuC",2015,"174_190",100,6,0.1669979855,-0.001664006832303,0.7708652605,8.62291,NA,17.9356911764706,5.6781589087411,-0.146778283943154
